Type,Reference ID,DOI,File
earned,ref_60,10.1016/j.wndm.2017.02.001,EAR-PLA-SCI_40
earned,ref_3,10.1515/9781400829125-018,ECO-ECO-FIN_42
earned,ref_57,10.1016/j.frl.2017.10.029,ECO-ECO-FIN_42
earned,ref_21,10.2139/ssrn.1139447,ECO-ECO-FIN_43
earned,ref_13,10.1017/s0022109015000265,ECO-ECO-FIN_44
earned,ref_6,10.1007/978-1-349-62853-7_2,ECO-ECO-FIN_44
earned,ref_36,10.3386/w17929,ECO-ECO-FIN_44
earned,ref_29,10.1093/rfs/hhw013,ECO-ECO-FIN_44
earned,ref_10,10.2139/ssrn.925348,ECO-ECO-FIN_44
earned,ref_23,10.2139/ssrn.3240797,ECO-ECO-FIN_44
earned,ref_12,10.2139/ssrn.2843050,ECO-ECO-FIN_44
earned,ref_15,10.2139/ssrn.3064204,ECO-ECO-FIN_44
earned,ref_25,10.2139/ssrn.1364207,ECO-ECO-FIN_44
earned,ref_30,10.2139/ssrn.2977741,ECO-ECO-FIN_44
earned,ref_34,10.3386/w20947,ECO-ECO-FIN_44
earned,ref_20,10.1109/pes.2009.5275171,ENE_45
earned,ref_9,10.1145/1753326.1753629,ENE_45
earned,ref_23,10.1007/978-3-662-45854-9_19,ENE_45
earned,ref_10,10.2991/ict4s-16.2016.11,ENE_45
earned,ref_54,10.1109/mspec.2015.7024493,ENE_47
earned,ref_14,10.1038/s41560-018-0318-6,ENE_47
earned,ref_13,10.1017/s0022109015000265,ENE_48
earned,ref_6,10.1007/978-1-349-62853-7_2,ENE_48
earned,ref_36,10.3386/w17929,ENE_48
earned,ref_29,10.1093/rfs/hhw013,ENE_48
earned,ref_10,10.2139/ssrn.925348,ENE_48
earned,ref_23,10.2139/ssrn.3240797,ENE_48
earned,ref_12,10.2139/ssrn.2843050,ENE_48
earned,ref_15,10.2139/ssrn.3064204,ENE_48
earned,ref_25,10.2139/ssrn.1364207,ENE_48
earned,ref_30,10.2139/ssrn.2977741,ENE_48
earned,ref_34,10.3386/w20947,ENE_48
earned,ref_24,10.2307/1267892,ENV-SCI_53
earned,ref_36,10.2307/2346729,ENV-SCI_53
earned,ref_1,10.1016/s1098-3015(10)70509-x,HEA-PRO_57
earned,ref_13,10.1016/j.pain.2010.09.030,HEA-PRO_57
earned,ref_67,10.1128/am.29.5.621-625.1975,IMM-MIC_63
earned,ref_13,10.1142/7579,IMM-MIC_63
earned,ref_53,10.1515/9781400820023,IMM-MIC_63
earned,ref_16,10.1155/2014/675432,IMM-MIC_63
earned,ref_11,10.1128/jb.178.17.5295-5301.1996,IMM-MIC_64
earned,ref_26,10.1007/s00284-008-9238-1,IMM-MIC_64
earned,ref_27,10.1088/2053-1591/aaf3d8,MAT-SCI_68
earned,ref_29,10.2147/ott.s102351,MAT-SCI_68
earned,ref_9,10.1155/2019/4862124,MAT-SCI_68
earned,ref_17,10.1016/j.amc.2019.03.034,MATH_70
earned,ref_13,10.1016/j.amc.2018.02.009,MATH_70
earned,ref_24,10.1111/j.1365-2796.1991.tb00359.x,MED_74
earned,ref_16,10.2307/1533221,MED_76
earned,ref_3,10.3390/cells9112416,MUL_79
earned,ref_14,10.1016/s0014-5793(03)00854-8,MUL_79
earned,ref_37,10.3847/psj/abedbb,MUL_79
earned,ref_21,10.1016/j.eurpsy.2010.09.007,MUL_79
earned,ref_38,10.1016/j.vaccine.2014.06.039,MUL_79
earned,ref_31,10.1111/j.1600-0609.2005.00582.x,MUL_79
earned,ref_31,10.5334/tohm.406,NEU_81
earned,ref_15,10.32614/rj-2016-002,NEU_82
earned,ref_16,10.1101/275362,NEU_82
earned,ref_77,10.1002/ange.201206696,PHA-TOX-PHA_89
earned,ref_12,10.1201/9780429027819-16,PHA-TOX-PHA_89
earned,ref_33,10.1038/srep25468,PHA-TOX-PHA_89
earned,ref_6,10.1002/ange.201510597,PHA-TOX-PHA_89
earned,ref_23,10.1002/chin.201027254,PHA-TOX-PHA_90
earned,ref_29,10.1073/pnas.0407809102,PHA-TOX-PHA_90
earned,ref_1,10.1002/chin.200718230,PHA-TOX-PHA_90
earned,ref_16,10.1002/chin.199647267,PHA-TOX-PHA_90
earned,ref_50,10.1111/j.1365-263x.2011.01182.x,PHA-TOX-PHA_91
earned,ref_27,10.1001/jama.256.20.2835,PHA-TOX-PHA_92
earned,ref_32,10.1016/j.patrec.2019.09.008,PHY-AST_94
earned,ref_36,10.1109/icra.2018.8463178,PHY-AST_94
earned,ref_25,10.1097/icl.0b013e3182a27798,PHY-AST_95
earned,ref_9,10.1186/s41476-020-0125-0,PHY-AST_95
earned,ref_15,10.1103/physreva.85.019912,PHY-AST_96
earned,ref_19,10.1103/physreva.94.029901,PHY-AST_96
earned,ref_30,10.1103/physrevb.73.199904,PHY-AST_96
earned,ref_3,10.1103/physreva.85.039907,PHY-AST_96
earned,ref_10,10.17706/jsw.10.3.344-354,PHY-AST_96
earned,ref_2,10.1103/physrevlett.100.049901,PHY-AST_96
earned,ref_33,10.1103/physrevlett.96.039902,PHY-AST_96
earned,ref_8,10.1088/0256-307x/34/10/109901,PHY-AST_96
earned,ref_17,10.1103/physreva.89.049909,PHY-AST_96
earned,ref_1,10.1103/physrevlett.100.039902,PHY-AST_96
earned,ref_34,10.1103/physrevlett.109.179902,PHY-AST_96
earned,ref_23,10.1103/physrevlett.106.159902,PHY-AST_96
earned,ref_22,10.1103/physrevlett.94.039901,PHY-AST_96
earned,ref_2,10.1007/s10803-008-0553-y,PSY_100
earned,ref_22,10.1002/aur.1847,PSY_99
earned,ref_24,10.1017/s0954579414000108,PSY_99
earned,ref_25,10.1109/lsp.2017.2749763,PSY_99
earned,ref_46,10.1109/cvpr.2017.178,SCI_27
earned,ref_22,10.1002/aur.1847,SOC-SCI_103
earned,ref_24,10.1017/s0954579414000108,SOC-SCI_103
earned,ref_25,10.1109/lsp.2017.2749763,SOC-SCI_103
earned,ref_33,10.56093/ijans.v86i2.55797,VET_105
earned,ref_7,10.1073/pnas.73.7.2405,VET_105

Summary:
Total Missed,2348
Total Earned,203
