Type,Reference ID,DOI,File
missed,b11,10.1111/1365-2435.12362,AGR-BIO-SCI_3
missed,b54,10.1016/0022-1910(89)90096-6,AGR-BIO-SCI_3
missed,b5,10.1016/j.soilbio.2016.06.033,AGR-BIO-SCI_3
missed,b18,10.1111/2041-210x.12103,AGR-BIO-SCI_3
missed,b7,10.1007/s12080-015-0281-9,AGR-BIO-SCI_3
missed,b19,10.1098/rstb.2015.0268,AGR-BIO-SCI_3
missed,b27,10.1111/1365-2435.12849,AGR-BIO-SCI_3
missed,b10,10.1111/geb.12193,AGR-BIO-SCI_3
missed,b26,10.1111/jvs.12083,AGR-BIO-SCI_3
missed,b51,10.1111/j.0030-1299.2008.15972.x,AGR-BIO-SCI_3
missed,b28,10.1007/s004420100716,AGR-BIO-SCI_3
missed,b14,10.1111/j.1469-7998.1985.tb05640.x,AGR-BIO-SCI_3
missed,b35,10.1111/j.0014-3820.2006.tb01858.x,AGR-BIO-SCI_3
missed,b52,10.1111/j.0030-1299.2007.15559.x,AGR-BIO-SCI_3
missed,b34,10.1111/1365-2435.12776,AGR-BIO-SCI_3
missed,b9,10.1111/j.1469-185x.2010.00138.x,AGR-BIO-SCI_3
missed,b84,10.1080/00049539908255353,ART-HUM_5
missed,b38,10.1037/1528-3542.7.2.377,ART-HUM_5
missed,b16,10.1111/desc.12100,ART-HUM_5
missed,b68,10.1196/annals.1360.047,ART-HUM_5
missed,b23,10.3389/fpsyg.2013.00487,ART-HUM_5
missed,b26,10.1525/mp.2012.30.3.307,ART-HUM_5
missed,b67,10.1590/permusi20163305,ART-HUM_5
missed,b91,10.1177/1029864911403367,ART-HUM_5
missed,b29,10.1177/10298649040070s103,ART-HUM_5
missed,b34,10.1080/02699930302279,ART-HUM_5
missed,b61,10.1037/a0031388,ART-HUM_5
missed,b77,10.1109/taffc.2014.2343222,ART-HUM_5
missed,b25,10.1177/0305735610362821,ART-HUM_5
missed,b19,10.1016/s0010-0277(00)00136-0,ART-HUM_5
missed,b22,10.1080/09298215.2011.602195,ART-HUM_5
missed,b87,10.4324/9780203855362,ART-HUM_5
missed,b63,10.1177/102986490601000105,ART-HUM_5
missed,b2,10.4324/9780203522653,ART-HUM_6
missed,b9,10.1080/03057240.2017.1396966,ART-HUM_6
missed,b12,10.4324/9781315708508,ART-HUM_6
missed,b15,10.1080/09552360600772736,ART-HUM_6
missed,b28,10.1093/acprof:oso/9780190655846.001.0001,ART-HUM_6
missed,b11,10.1353/pew.2001.0022,ART-HUM_6
missed,b19,10.1007/978-3-319-43893-1_10,ART-HUM_6
missed,b23,10.1111/j.1467-8527.2005.00295.x,ART-HUM_6
missed,b8,10.1177/1477878517695903,ART-HUM_6
missed,b22,10.1057/9781137303394,ART-HUM_6
missed,b10,10.1080/09552360120048843,ART-HUM_6
missed,b5,10.1093/aesthj/ayn019,ART-HUM_6
missed,b25,10.5840/logos-episteme20167445,ART-HUM_6
missed,b26,10.5406/jaesteduc.49.1.0068,ART-HUM_6
missed,b13,10.1017/s0034412515000578,ART-HUM_6
missed,b16,10.1080/02549948.1998.11731311,ART-HUM_6
missed,b18,10.1163/9780080548692_009,ART-HUM_7
missed,b47,10.1007/978-3-322-86349-2,ART-HUM_7
missed,b21,10.1515/psicl-2014-0008,ART-HUM_7
missed,b2,10.1007/s12520-017-0518-1,ART-HUM_8
missed,b16,10.1371/journal.pbio.2003703,ART-HUM_8
missed,b64,10.1006/jasc.1998.0385,ART-HUM_8
missed,b50,10.1016/j.jaa.2015.05.003,ART-HUM_8
missed,b11,10.1038/317806a0,ART-HUM_8
missed,b21,10.1017/cbo9781139170697,ART-HUM_8
missed,b46,10.2458/azu_js_rc.55.16947,ART-HUM_8
missed,b69,10.1111/j.1468-3083.2009.03426.x,ART-HUM_8
missed,b39,10.1016/j.jas.2013.08.022,ART-HUM_8
missed,b41,10.1007/s12520-009-0003-6,ART-HUM_8
missed,b65,10.1002/rcm.6447,ART-HUM_8
missed,b13,10.1017/rdc.2018.78,ART-HUM_8
missed,b57,10.1017/s0033822200013874,ART-HUM_8
missed,b25,10.1017/cbo9780511802676,ART-HUM_8
missed,b12,10.1016/0016-7037(78)90199-0,ART-HUM_8
missed,b34,10.1111/j.1502-3885.1972.tb00147.x,ART-HUM_8
missed,b63,10.1080/00293652.2013.839575,ART-HUM_8
missed,b10,10.1017/s0033822200044118,ART-HUM_8
missed,b43,10.1006/jasc.1998.0383,ART-HUM_8
missed,b24,10.1017/rdc.2017.52,ART-HUM_8
missed,b47,10.1002/oa.654,ART-HUM_8
missed,b3,10.1016/j.jas.2011.02.017,ART-HUM_8
missed,b0,10.1016/0305-4403(90)90007-r,ART-HUM_8
missed,b4,10.1016/s0048-9697(01)00842-7,ART-HUM_8
missed,b51,10.15184/aqy.2018.20,ART-HUM_8
missed,b23,10.1016/b978-0-444-41780-0.50017-1,ART-HUM_8
missed,b40,10.1002/rcm.6682,ART-HUM_8
missed,b26,10.7557/2.36.1.3767,ART-HUM_8
missed,b35,10.1016/j.quascirev.2006.03.010,ART-HUM_8
missed,b70,10.1007/978-94-011-7846-4,ART-HUM_8
missed,b7,10.1080/08003831.2013.847676,ART-HUM_8
missed,b19,10.1163/9789004252554,ART-HUM_8
missed,b37,10.1016/0016-7037(84)90204-7,ART-HUM_8
missed,b42,10.1006/jasc.2001.0698,ART-HUM_8
missed,b5,10.1080/08003831.2016.1154676,ART-HUM_8
missed,b1,10.1007/978-3-662-02894-0_1,ART-HUM_8
missed,b36,10.1016/0033-5894(75)90028-9,ART-HUM_8
missed,b52,10.1016/0016-7037(84)90091-7,ART-HUM_8
missed,b50,10.1016/s0049-3848(00)00204-8,BIO-GEN-MOL_10
missed,b60,10.1111/joim.12138,BIO-GEN-MOL_10
missed,b30,10.1093/emboj/18.23.6610,BIO-GEN-MOL_11
missed,b9,10.1038/nature03686,BIO-GEN-MOL_11
missed,b14,10.1016/s0006-3495(91)82276-7,BIO-GEN-MOL_11
missed,b70,10.1016/j.ceb.2019.02.003,BIO-GEN-MOL_11
missed,b2,10.1016/s0006-3495(86)83637-2,BIO-GEN-MOL_11
missed,b45,10.1016/j.molcel.2015.06.025,BIO-GEN-MOL_11
missed,b79,10.1038/srep03510,BIO-GEN-MOL_11
missed,b61,10.1073/pnas.93.9.4261,BIO-GEN-MOL_11
missed,b50,10.1093/nar/gkr573,BIO-GEN-MOL_11
missed,b34,10.1016/s0076-6879(97)76066-x,BIO-GEN-MOL_12
missed,b28,10.1093/nar/gku316,BIO-GEN-MOL_12
missed,b42,10.1107/s0907444909052925,BIO-GEN-MOL_12
missed,b6,10.1002/hrm.21525,BUS-MAN-ACC_13
missed,b29,10.1002/hrm.21473,BUS-MAN-ACC_13
missed,b7,10.1111/j.1748-8583.2007.00048.x,BUS-MAN-ACC_13
missed,b9,10.1002/hrm.20054,BUS-MAN-ACC_13
missed,b42,10.1037/0021-9010.90.2.242,BUS-MAN-ACC_14
missed,b76,10.1177/0149206306294258,BUS-MAN-ACC_14
missed,b2,10.1080/13594320244000201,BUS-MAN-ACC_14
missed,b27,10.1037/0021-9010.82.6.827,BUS-MAN-ACC_14
missed,b52,10.1002/(sici)1099-1379(199803)19:2<131::aid-job878>3.0.co;2-p,BUS-MAN-ACC_14
missed,b0,10.1177/0149206314558302,BUS-MAN-ACC_14
missed,b79,10.1016/s0001-8791(03)00029-0,BUS-MAN-ACC_14
missed,b40,10.1177/1046496413498119,BUS-MAN-ACC_14
missed,b54,10.2307/1556416,BUS-MAN-ACC_14
missed,b33,10.1177/0149206307309265,BUS-MAN-ACC_14
missed,b37,10.1177/0149206307307635,BUS-MAN-ACC_14
missed,b74,10.1037/apl0000034,BUS-MAN-ACC_14
missed,b68,10.1016/s1048-9843(99)80009-5,BUS-MAN-ACC_14
missed,b20,10.1111/j.1744-6570.2004.tb02484.x,BUS-MAN-ACC_14
missed,b56,10.1108/pr-05-2013-0073,BUS-MAN-ACC_14
missed,b7,10.1037/0021-9010.86.3.425,BUS-MAN-ACC_14
missed,b45,10.1080/1359432x.2014.992421,BUS-MAN-ACC_14
missed,b19,10.2307/30040625,BUS-MAN-ACC_14
missed,b12,10.1177/1059601111414561,BUS-MAN-ACC_14
missed,b49,10.4324/9781315648194,BUS-MAN-ACC_14
missed,b22,10.1037/0022-3514.35.2.108,BUS-MAN-ACC_14
missed,b80,10.1016/j.leaqua.2012.06.004,BUS-MAN-ACC_14
missed,b50,10.1080/1359432x.2014.960401,BUS-MAN-ACC_14
missed,b72,10.1037/0021-9010.88.3.432,BUS-MAN-ACC_14
missed,b6,10.1037/0021-9010.89.4.633,BUS-MAN-ACC_14
missed,b77,10.1207/s15327957pspr0704_07,BUS-MAN-ACC_14
missed,b36,10.1080/09585190903363748,BUS-MAN-ACC_14
missed,b26,10.1177/1059601112463960,BUS-MAN-ACC_14
missed,b51,10.1037/a0020744,BUS-MAN-ACC_14
missed,b35,10.1002/job.518,BUS-MAN-ACC_14
missed,b47,10.1108/s1534-0856(2010)0000013015,BUS-MAN-ACC_14
missed,b63,10.1016/s1475-9144(07)06017-1,BUS-MAN-ACC_14
missed,b13,10.1177/0149206305279602,BUS-MAN-ACC_14
missed,b59,10.1037/0021-9010.88.5.879,BUS-MAN-ACC_14
missed,b81,10.1037/0021-9010.87.3.590,BUS-MAN-ACC_14
missed,b25,10.1177/0149206311434533,BUS-MAN-ACC_14
missed,b34,10.1016/0030-5073(78)90023-5,BUS-MAN-ACC_14
missed,b64,10.1016/j.obhdp.2013.10.011,BUS-MAN-ACC_14
missed,b44,10.1002/job.1899,BUS-MAN-ACC_14
missed,b73,10.1111/j.1744-6570.1997.tb00707.x,BUS-MAN-ACC_14
missed,b14,10.5840/beq200919211,BUS-MAN-ACC_14
missed,b21,10.1002/hrm.20404,BUS-MAN-ACC_14
missed,b31,10.1002/hrm.20406,BUS-MAN-ACC_14
missed,b18,10.1037/a0020929,BUS-MAN-ACC_14
missed,b69,10.1177/1059601195201003,BUS-MAN-ACC_14
missed,b1,10.1177/1094428105278021,BUS-MAN-ACC_14
missed,b32,10.1348/096317999166554,BUS-MAN-ACC_14
missed,b17,10.1287/orsc.1080.0405,BUS-MAN-ACC_14
missed,b82,10.1037/a0028021,BUS-MAN-ACC_14
missed,b60,10.3102/10769986031004437,BUS-MAN-ACC_14
missed,b83,10.1080/09585190701394150,BUS-MAN-ACC_14
missed,b10,10.1007/s10869-010-9181-6,BUS-MAN-ACC_14
missed,b4,10.1016/j.leaqua.2006.02.004,BUS-MAN-ACC_14
missed,b23,10.4135/9781452225777,BUS-MAN-ACC_14
missed,b78,10.2307/256902,BUS-MAN-ACC_14
missed,b66,10.1037/0021-9010.69.3.428,BUS-MAN-ACC_14
missed,b39,10.1177/0149206308330557,BUS-MAN-ACC_14
missed,b55,10.1177/10496402033003004,BUS-MAN-ACC_14
missed,b8,10.1037/a0031757,BUS-MAN-ACC_14
missed,b5,10.1177/0018726716636945,BUS-MAN-ACC_14
missed,b57,10.1111/1467-8551.12146,BUS-MAN-ACC_14
missed,b65,10.2307/2392563,BUS-MAN-ACC_14
missed,b38,10.1007/978-1-4613-3087-5_2,BUS-MAN-ACC_14
missed,b46,10.5465/1556364,BUS-MAN-ACC_14
missed,b43,10.1007/s10490-015-9421-4,BUS-MAN-ACC_14
missed,b53,10.1111/ijmr.12045,BUS-MAN-ACC_14
missed,b62,10.1016/j.jvb.2004.06.001,BUS-MAN-ACC_14
missed,b15,10.1016/0030-5073(75)90005-7,BUS-MAN-ACC_14
missed,b11,10.1006/jvbe.2001.1791,BUS-MAN-ACC_14
missed,b58,10.1177/0899764012451368,BUS-MAN-ACC_14
missed,b16,10.5465/amj.2007.26279183,BUS-MAN-ACC_14
missed,b30,10.1016/j.leaqua.2009.03.006,BUS-MAN-ACC_14
missed,b84,10.1177/1094428108327450,BUS-MAN-ACC_14
missed,b48,10.4337/9781784711740,BUS-MAN-ACC_14
missed,b71,10.1177/1094428109351241,BUS-MAN-ACC_14
missed,b87,10.1016/j.elerap.2016.01.006,BUS-MAN-ACC_15
missed,b75,10.1111/etap.12269,BUS-MAN-ACC_15
missed,b32,10.1111/etap.12118,BUS-MAN-ACC_15
missed,b23,10.1177/1094670509338618,BUS-MAN-ACC_16
missed,b37,10.1016/j.jbusres.2016.08.026,BUS-MAN-ACC_16
missed,b58,10.1177/002224299405800302,BUS-MAN-ACC_16
missed,b19,10.1177/002224299005400306,BUS-MAN-ACC_16
missed,b75,10.5465/amr.1994.9410122009,BUS-MAN-ACC_16
missed,b20,10.1111/j.1467-8551.2006.00499.x,BUS-MAN-ACC_16
missed,b22,10.1509/jmkg.65.4.33.18386,BUS-MAN-ACC_16
missed,b21,10.1016/j.dss.2009.02.008,BUS-MAN-ACC_16
missed,b24,10.1002/adma.201004326,CHE-ENG_18
missed,b42,10.1016/j.gee.2017.01.003,CHE-ENG_18
missed,b41,10.1016/j.colsurfb.2014.10.035,CHE-ENG_18
missed,b23,10.1002/adma.200803276,CHE-ENG_18
missed,b48,10.1002/chem.201402136,CHE-ENG_18
missed,b33,10.1002/anie.200502095,CHE-ENG_18
missed,b49,10.1039/c4cy01290a,CHE-ENG_18
missed,b50,10.1039/c5cy00953g,CHE-ENG_18
missed,b13,10.1016/j.surfcoat.2014.02.002,CHEM_21
missed,b36,10.1038/ncomms3500,CHEM_22
missed,b17,10.1016/j.jcou.2018.09.008,CHEM_22
missed,b24,10.1039/c8dt02893a,CHEM_22
missed,b42,10.1039/c8cp01123k,CHEM_22
missed,b37,10.1039/c7ta07440a,CHEM_22
missed,b23,10.1039/c5ta00402k,CHEM_22
missed,b2,10.1016/j.apsusc.2018.08.181,CHEM_22
missed,b4,10.1021/acscatal.8b03737,CHEM_22
missed,b9,10.1016/j.ijhydene.2019.03.164,CHEM_22
missed,b5,10.1038/238037a0,CHEM_22
missed,b21,10.1186/s11671-018-2448-y,CHEM_22
missed,b31,10.1016/j.jcis.2018.07.047,CHEM_22
missed,b40,10.1016/j.carbon.2017.03.052,CHEM_22
missed,b46,10.1063/1.4723575,CHEM_22
missed,b19,10.1016/j.apcatb.2017.11.025,CHEM_22
missed,b25,10.1039/c7sc01747b,CHEM_22
missed,b8,10.1039/c7cp01300k,CHEM_22
missed,b6,10.1039/c8dt04496a,CHEM_22
missed,b30,10.1021/acsami.9b05572,CHEM_22
missed,b0,10.1016/j.jhazmat.2016.04.011,CHEM_22
missed,b1,10.1016/j.apcatb.2018.09.097,CHEM_22
missed,b29,10.1021/acsami.6b04388,CHEM_22
missed,b39,10.1002/smll.201601668,CHEM_22
missed,b43,10.1002/cssc.201801431,CHEM_22
missed,b11,10.1039/c8ta00671g,CHEM_22
missed,b15,10.1016/j.apcatb.2019.01.042,CHEM_22
missed,b45,10.1039/c4cc06960a,CHEM_22
missed,b7,10.1039/c2nr33004k,CHEM_22
missed,b16,10.1039/c5dt01859e,CHEM_22
missed,b14,10.1039/c8ra09929d,CHEM_22
missed,b18,10.1016/j.jechem.2018.02.018,CHEM_22
missed,b28,10.1039/c6cp02832b,CHEM_22
missed,b20,10.1016/j.scitotenv.2018.03.206,CHEM_22
missed,b41,10.1038/ncomms12165,CHEM_22
missed,b12,10.1016/j.matlet.2018.10.088,CHEM_22
missed,b32,10.1016/j.materresbull.2018.03.044,CHEM_22
missed,b33,10.1007/s10853-017-1540-5,CHEM_22
missed,b10,10.1039/c7nr01705g,CHEM_22
missed,b35,10.1002/adma.201505281,CHEM_22
missed,b26,10.1039/c3cs60067j,CHEM_22
missed,b3,10.1002/smll.201701552,CHEM_22
missed,b44,10.1002/adfm.201806774,CHEM_22
missed,b34,10.1039/c5ta00218d,CHEM_22
missed,b13,10.1039/c7dt03003g,CHEM_22
missed,b27,10.1039/c5cp00560d,CHEM_22
missed,b22,10.1039/c4ta04779f,CHEM_22
missed,b38,10.1016/j.apcatb.2016.09.051,CHEM_22
missed,b3,10.1149/2.0121510jss,CHEM_23
missed,b60,10.1088/1674-4926/36/8/082001,CHEM_23
missed,b0,10.1002/anie.201708527,CHEM_23
missed,b38,10.1016/j.electacta.2017.08.171,CHEM_23
missed,b34,10.1016/j.elecom.2015.12.010,CHEM_23
missed,b44,10.1016/j.electacta.2012.06.033,CHEM_23
missed,b6,10.1016/j.jelechem.2015.07.055,CHEM_23
missed,b48,10.1016/j.talanta.2018.10.090,CHEM_23
missed,b16,10.1016/j.elecom.2016.03.010,CHEM_24
missed,b28,10.1002/anie.201702076,CHEM_24
missed,b23,10.1039/c3gc42454e,CHEM_24
missed,b4,10.1021/acssensors.6b00250,CHEM_24
missed,b18,10.1016/j.elecom.2015.03.014,CHEM_24
missed,b5,10.1002/adma.201705024,CHEM_24
missed,b19,10.1016/j.elecom.2011.10.018,CHEM_24
missed,b25,10.1016/j.cor.2006.12.013,DEC-SCI_29
missed,b11,10.1016/s0305-0548(98)00087-2,DEC-SCI_29
missed,b0,10.1007/s10951-010-0162-4,DEC-SCI_29
missed,b31,10.1080/00207540110073000,DEC-SCI_29
missed,b39,10.1186/1471-2105-7-54,DEC-SCI_30
missed,b42,10.1093/bib/bbt074,DEC-SCI_30
missed,b36,10.1016/j.ins.2014.04.044,DEC-SCI_30
missed,b21,10.1109/wsc.2011.6148119,DEC-SCI_31
missed,b37,10.1109/wsc.1998.745056,DEC-SCI_31
missed,b5,10.1109/wsc.2005.1574312,DEC-SCI_31
missed,b24,10.1002/9780470980033,DEC-SCI_31
missed,b34,10.1109/wsc.2015.7408533,DEC-SCI_31
missed,b7,10.1109/wsc.2015.7408518,DEC-SCI_31
missed,b40,10.1109/wsc.2012.6465141,DEC-SCI_31
missed,b46,10.1145/2463372.2463561,DEC-SCI_31
missed,b31,10.1109/wsc.2007.4419642,DEC-SCI_31
missed,b23,10.1109/wsc.2008.4736053,DEC-SCI_31
missed,b10,10.1109/wsc.2014.7019875,DEC-SCI_31
missed,b3,10.1007/978-3-642-02538-9_13,DEC-SCI_31
missed,b12,10.1142/7437,DEC-SCI_31
missed,b36,10.1109/wsc.2006.323077,DEC-SCI_31
missed,b28,10.1145/3299872,DEC-SCI_31
missed,b47,10.1145/2739480.2754791,DEC-SCI_31
missed,b0,10.1002/nav.20408,DEC-SCI_31
missed,b29,10.1017/cbo9781139174084,DEC-SCI_31
missed,b38,10.1109/wsc.2011.6148109,DEC-SCI_31
missed,b3,10.1007/s00291-011-0268-x,DEC-SCI_32
missed,b4,10.1016/j.cor.2014.10.006,DEC-SCI_32
missed,b43,10.1016/j.cor.2011.07.016,DEC-SCI_32
missed,b5,10.1561/9781601983374,DEC-SCI_32
missed,b42,10.1287/opre.21.5.1154,DEC-SCI_32
missed,b18,10.1061/41139(387)155,DEC-SCI_32
missed,b8,10.1515/9781400831050,DEC-SCI_32
missed,b8,10.1016/j.prosdent.2015.09.011,DEN_33
missed,b19,10.1016/j.ajodo.2011.04.018,DEN_33
missed,b28,10.1111/jcpe.12257,DEN_33
missed,b25,10.1111/j.1600-0501.2009.01836.x,DEN_33
missed,b20,10.1259/dmfr.20140019,DEN_33
missed,b6,10.11607/jomi.2618,DEN_33
missed,b16,10.1111/j.1600-0501.2012.02436.x,DEN_33
missed,b14,10.1111/prd.12164,DEN_33
missed,b26,10.1111/j.1600-0501.2007.01423.x,DEN_33
missed,b17,10.11607/prd.1113),DEN_33
missed,b29,10.1111/j.1365-2842.2007.01816.x,DEN_33
missed,b30,10.1034/j.1600-0501.1994.050101.x,DEN_33
missed,b9,10.11607/ijp.4417,DEN_33
missed,b23,10.11607/jomi.2014suppl.g1.2,DEN_33
missed,b5,10.1177/0022034514563077,DEN_33
missed,b22,10.11607/jomi.2014suppl.g4.2,DEN_33
missed,b0,10.5051/jpis.2014.44.4.184,DEN_33
missed,b27,10.1111/clr.12853,DEN_33
missed,b11,10.1016/j.joms.2013.04.010,DEN_33
missed,b3,10.1111/j.1708-8208.2011.00369.x,DEN_33
missed,b7,10.11607/jomi.2919,DEN_33
missed,b2,10.1016/j.ijom.2013.06.012,DEN_33
missed,b10,10.1111/clr.12925,DEN_33
missed,b12,10.1111/clr.13398,DEN_33
missed,b46,10.1007/s00109-011-0823-6,DEN_34
missed,b23,10.1080/15548627.2018.1483807,DEN_34
missed,b9,10.1093/ejo/cjl001,DEN_34
missed,b37,10.1016/s1534-5807(04)00099-1,DEN_34
missed,b14,10.1038/nature04724,DEN_34
missed,b10,10.1359/jbmr.2002.17.2.210,DEN_34
missed,b26,10.3892/mmr.2017.7813,DEN_34
missed,b22,10.4161/auto.36182,DEN_34
missed,b24,10.1016/j.devcel.2011.08.016,DEN_34
missed,b27,10.1016/j.archoralbio.2013.08.004,DEN_34
missed,b1,10.14219/jada.archive.2008.0184,DEN_34
missed,b18,10.1016/j.joca.2013.10.002,DEN_34
missed,b35,10.1016/j.semcancer.2013.05.008,DEN_34
missed,b42,10.1002/jbmr.1668,DEN_34
missed,b2,10.1111/prd.12194,DEN_34
missed,b15,10.1038/nature06639,DEN_34
missed,b30,10.1016/j.arr.2015.08.004,DEN_34
missed,b33,10.1111/j.1600-0757.2005.00141.x,DEN_34
missed,b11,10.1177/154405910608500812,DEN_34
missed,b41,10.1093/emboj/19.21.5720,DEN_34
missed,b6,10.1016/j.lfs.2018.03.038,DEN_34
missed,b47,10.1111/j.1601-6343.2009.01444.x,DEN_34
missed,b3,10.1016/s0002-9416(76)90316-x,DEN_34
missed,b38,10.1038/35044114,DEN_34
missed,b31,10.1267/ahc.17.571,DEN_34
missed,b25,10.1136/annrheumdis-2015-207240,DEN_34
missed,b5,10.3892/mmr.2015.4141,DEN_34
missed,b28,10.1016/j.bbrc.2018.05.015,DEN_34
missed,b0,10.1177/0022034509338914,DEN_34
missed,b40,10.1083/jcb.152.4.657,DEN_34
missed,b8,10.1177/0022034517690388,DEN_34
missed,b34,10.1016/j.jbiomech.2012.09.006,DEN_34
missed,b19,10.4161/auto.7.12.17924,DEN_34
missed,b45,10.1093/ndt/gfr214,DEN_34
missed,b32,10.1111/j.1748-1716.2010.02173.x,DEN_34
missed,b7,10.1016/j.bone.2012.07.005,DEN_34
missed,b43,10.1002/jbmr.36,DEN_34
missed,b20,10.1042/bsr20160086,DEN_34
missed,b4,10.1002/jcp.28108,DEN_34
missed,b29,10.1016/j.ajodo.2005.10.007,DEN_34
missed,b13,10.1083/jcb.200412022,DEN_34
missed,b36,10.1016/j.molcel.2010.09.023,DEN_34
missed,b39,10.1111/j.1365-2443.2007.01050.x,DEN_34
missed,b44,10.1089/scd.2009.0147,DEN_34
missed,b12,10.1128/mbio.01446-15,DEN_34
missed,b16,10.1242/jcs.02760,DEN_34
missed,b17,10.1038/307648a0,DEN_34
missed,b16,10.1016/j.jmb.2013.11.024,DEN_35
missed,b26,10.1038/s41598-017-12480-7,DEN_35
missed,b3,10.1111/prd.12085,DEN_35
missed,b35,10.4049/jimmunol.178.2.1151,DEN_35
missed,b44,10.1359/jbmr.1999.14.9.1486,DEN_35
missed,b33,10.1111/j.1600-0463.2009.02532.x,DEN_35
missed,b28,10.1016/j.imlet.2007.11.014,DEN_35
missed,b46,10.1016/j.micpath.2007.03.001,DEN_35
missed,b39,10.1016/j.immuni.2010.03.012,DEN_35
missed,b43,10.2353/ajpath.2006.060180,DEN_35
missed,b31,10.1016/s0065-2776(08)60509-x,DEN_35
missed,b1,10.1111/prd.12105,DEN_35
missed,b25,10.1371/journal.pone.0160848,DEN_35
missed,b18,10.1111/j.1601-6343.2007.00399.x,DEN_35
missed,b42,10.3389/fimmu.2012.00182,DEN_35
missed,b37,10.1016/j.cell.2007.09.008,DEN_35
missed,b49,10.1089/scd.2014.0127,DEN_35
missed,b32,10.1177/154405910708600403,DEN_35
missed,b9,10.1128/iai.01036-12,DEN_35
missed,b36,10.1128/iai.72.9.5041-5051.2004,DEN_35
missed,b5,10.3390/v3060920,DEN_35
missed,b38,10.1016/j.bbrc.2009.08.062,DEN_35
missed,b30,10.1186/ar1917,DEN_35
missed,b13,10.1111/j.1600-051x.2011.01702.x,DEN_35
missed,b20,10.1111/prd.12024,DEN_35
missed,b7,10.1111/odi.12468,DEN_35
missed,b6,10.1038/ni.1863,DEN_35
missed,b19,10.1111/jre.12193,DEN_35
missed,b21,10.1007/s00784-013-0935-1,DEN_35
missed,b0,10.1111/prd.12221,DEN_35
missed,b2,10.1038/nri3785,DEN_35
missed,b45,10.1034/j.1600-0722.2003.00051.x,DEN_35
missed,b14,10.4049/jimmunol.177.12.8296,DEN_35
missed,b40,10.1073/pnas.1510760112,DEN_35
missed,b8,10.1902/jop.2012.120496,DEN_35
missed,b4,10.1111/j.1600-0757.2006.00179.x,DEN_35
missed,b15,10.1111/omi.12165,DEN_35
missed,b10,10.1016/j.cyto.2008.01.006,DEN_35
missed,b29,10.1371/journal.pone.0180073,DEN_35
missed,b24,10.1111/jre.12549,DEN_35
missed,b47,10.1016/j.bone.2004.04.023,DEN_35
missed,b17,10.1155/2015/972313,DEN_35
missed,b12,10.1111/jre.12066,DEN_35
missed,b48,10.1002/jcb.23109,DEN_35
missed,b27,10.1002/eji.200636483,DEN_35
