reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_25,,,,,,,,,"Eerola, T., Lartillot, O., & Toiviainen, P. (2009). Prediction of multidimensional emotional ratings in music from audio using multivariate regression models. In K. Hirata, G. Tzanetakis, & K. Yoshii (Eds.), Proceedings of the 10th International Conference on Music Information Retrieval (pp. 621–626). Kobe, Japan: International Society for Music Information Retrieval.",N/A,N/A,N/A,N/A,No,No
ref_26,,,,,,,,10.1177/0305735610362821,"Eerola, T., & Vuoskoski, J. K. (2010). A comparison of the discrete and dimensional models of emotion in music. Psychology of Music, 39, 18–49.",7,7,N/A,N/A,No,Yes
ref_27,,,,,,,,10.1525/mp.2012.30.3.307,"Eerola, T., & Vuoskoski, J. K. (2013). A review of music and emotion studies: Approaches, emotion models, and stimuli. Music Perception, 30, 307–340.",7,7,N/A,N/A,No,Yes
ref_30,,,,,,,,10.1177/10298649040070S103,"Fabian, D., & Schubert, E. (2003). Expressive devices and perceived musical character in 34 performances of Variation-7 from Bach's “Goldberg Variations.” Musicae Scientiae, 7, 49–71.",N/A,N/A,N/A,N/A,No,No
ref_31,,,,,,,,,"Frederick, B. N. (1999). Partitioning variance in the multivariate case: A step-by-step guide to cannonical commonality analysis. In B. Thompson (Ed.), Advances in social science methodology (Vol. 5, pp. 305–318). Standford, CT: JAI Press.",11,11,N/A,N/A,No,Yes
ref_34,,,,,,,,,"Gabrielsson, A., & Lindström, E. (2010). The role of structure in the musical expression of emotions. In P. Juslin & J. Sloboda (Eds.), Handbook of music and emotion: Theory, research, applications (pp. 367–400). New York: Oxford University Press.",21,21,N/A,N/A,No,Yes
ref_35,,,,,,,,10.1080/02699930302279,"Gagnon, L., & Peretz, I. (2003). Mode and tempo relative contributions to “happy-sad” judgements in equitone melodies. Cognition and Emotion, 17, 25–40.",N/A,N/A,N/A,N/A,No,No
ref_36,,,,,,,,,"Gardner, H. (1993). Multiple intelligences: The theory in practice. New York: Basic Books.",N/A,N/A,N/A,N/A,No,No
ref_39,,,,,,,,10.1037/1528-3542.7.2.377,"Gomez, P., & Danuser, B. (2007). Relationships between musical structure and psychophysiological measures of emotion. Emotion, 7, 377–387.",11,11,N/A,N/A,No,Yes
ref_42,,,,,,,,,"Hatten, R. S. (2004). Interpreting musical gestures, topics, and tropes: Mozart, Beethoven, and Schubert. Bloomington, IN: Indiana University Press.",21,21,N/A,N/A,No,Yes
ref_50,,,,,,,,,"Huron, D., Yim, G., & Chordia, P. (2010). The effect of pitch exposure on sadness judgments: An association between sadness and lower than normal pitch. In S. M. Demorest, S. J. Morrison, & P. S. Campbell (Eds.), Proceedings of the 11th International Conference on Music Perception and Cognition (pp. 63–66). Seattle, WA: Causal Productions.",7,7,N/A,N/A,No,Yes
ref_53,,,,,,,,,"Johnstone, T., & Scherer, K. R. (2000). Vocal communication of emotion. In M. Lewis & J. Haviland (Eds.), The handbook of emotion (Vol. 2, pp. 220–235). New York: Guilford.",11,11,N/A,N/A,No,Yes
ref_62,,,,,,,,10.1037/a0031388,"Laukka, P., Eerola, T., Thingujam, N. S., Yamasaki, T., & Beller, G. (2013). Universal and culture-specific factors in the recognition and performance of musical affect expressions. Emotion, 13, 434–449.",N/A,N/A,N/A,N/A,No,No
ref_64,,,,,,,,10.1177/102986490601000105,"Lindström, E. (2006). Impact of melodic organization of melodic structure and emotional expression. Musicae Scientiae, 10, 85–117.",N/A,N/A,N/A,N/A,No,No
ref_66,,,,,,,,,"Meyer, L. B. (1956). Emotion and meaning in music. Chicago, IL: university of Chicago Press.",21,21,N/A,N/A,No,Yes
ref_68,,,,,,,,10.1590/permusi20163305,"Paggioli de Carvalho, L. (2016). Bach's Well-Tempered Clavier: Pedagogical approaches and the different styles of preludes. Per Musi, 33, 97–115.",N/A,N/A,N/A,N/A,No,No
ref_69,,,,,,,,10.1196/annals.1360.047,"Pallesen, K. J., Brattico, E., Bailey, C., Korvenoja, A., Koivisto, J., Gjedde, A., & Carlson, S. (2005). Emotion processing of major, minor, and dissonant chords: A functional magnetic resonance imaging study. Annals of the New York Academy of Sciences, 1060, 450–453.",N/A,N/A,N/A,N/A,No,No
ref_70,,,,,,,,,"Palmer, W. A. (1994). J. S. Bach: The Well-Tempered Clavier (Third). Los Angeles, CA: Alfred Music Publishing.",N/A,N/A,N/A,N/A,No,No
ref_71,,,,,,,,,"Pedhazur, E. J. (1997). Multiple regression in behavioral research: Explanation and prediction (3rd ed.). Fort Worth, TX: Harcourt Brace.",21,21,N/A,N/A,No,Yes
ref_78,,,,,,,,10.1109/TAFFC.2014.2343222,"RodÀ, A., Canazza, S., De Poli, G., & Rod, A. (2014). Clustering affective qualities of classical music: Beyond the valence-arousal plane, IEEE Transactions on Affective Computing, 5, 364–376.",N/A,N/A,N/A,N/A,No,No
ref_85,,,,,,,,10.1080/00049539908255353,"Schubert, E. (1999). Measuring emotion continuously: Validity and reliability of the two-dimensional emotion-space. Australian Journal of Psychology, 51, 154–165.",10,10,N/A,N/A,No,Yes
ref_88,,,,,,,,10.4324/9780203855362,"Tan, S. L., Pfordresher, P. Q., & Harré, R. (2010). Psychology of music: From sound to significance (1st ed.). New York: Psychology Press.",N/A,N/A,N/A,N/A,No,No
ref_90,,,,,,,,,"Trainor, L. J., & Schmidt, L. A. (2001). Processing emotions induced by music. Cognition and Emotion, 15, 487-500.",21,21,N/A,N/A,No,Yes
ref_92,,,,,,,,10.1177/1029864911403367,"Vuoskoski, J. K., & Eerola, T. (2011). Measuring music-induced emotion: A comparison of emotion models, personality biases, and intensity of experiences. Musicae Scientiae, 15, 159–173.",N/A,N/A,N/A,N/A,No,No
ref_95,,,,,,,,,"Wedin, L. (1969). Dimension analysis of emotional expression in music. Swedish Journal of Musicology, 51, 119–140.",N/A,N/A,N/A,N/A,No,No
ref_97,1972,54,1,,Evaluation of a three-dimensional model of emotional expression in music,,,,,12,12,N/A,N/A,No,Yes
ref_98,,,,,,,,,"Wiggins, G. A. (1998). Music, syntax, and the meaning of “meaning.” In Proceedings of the First Symposium on Music and Computers (pp. 18-23). Corfu, Greece: Ionian University.",N/A,N/A,N/A,N/A,No,No
