reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_36,1999,,184,Meibauer,,,,,"Meibauer, J. (1999). Über Nomen–Verb-Beziehungen im frühen Wortbildungserwerb. In J. Meibauer & M. Rothweiler (Eds.), Das Lexikon im Spracherwerb, Tübingen: Francke (pp. 184–207).",N/A,N/A,N/A,N/A,No,No
ref_37,2017,1,13,Meibauer,,,,,"Meibauer, J., & Vogel, P. M. (2017). Preface of the special issue: Zusammenbildungen/Synthetic compounds. Journal of Word-Formation, 1, 13–14.",12,12,N/A,N/A,No,Yes
ref_39,2017,1,17,Olsen,,,,,"Olsen, S. (2017). Synthetic compounds from a lexicalist perspective. Journal of Word-Formation, 1, 17–45.",15,15,N/A,N/A,No,Yes
ref_45,2007,,,,,,,,"Savickienė, I., & Dressler, W. U. (Eds.) (2007). The acquisition of diminutives: a cross-linguistic perspective. Amsterdam: Benjamins.",N/A,N/A,N/A,N/A,No,No
ref_47,2017,55,9,Simone,,,,,"Simone, R., & Insacco, G. (2017). Cicli lessicali e polisemia nelle nominalizzazioni: Analisi di un corpus italiano [Lexical cycles and polysemy in nominalizations: Analysis of an italian corpus]. Studi e Saggi Linguistici, 55, 9–46.",15,15,N/A,N/A,No,Yes
ref_48,1979,,,Skalička,,,,10.1007/978-3-322-86349-2,"Skalička, V. (1979). Typologische studien. Braunschweig: Vieweg.",N/A,N/A,N/A,N/A,No,No
ref_49,1985,,1157,Slobin,,,,,"Slobin, D. I. (1985). Crosslinguistic evidence for the language-making capacity. In D. I. Slobin (Ed.), The crosslinguistic study of language acquisition, vol. 2: Theoretical issues (pp. 1157–1256). Hillsdale: Erlbaum.",12,12,N/A,N/A,No,Yes
ref_50,1980,,,Stephany,,,,,"Stephany, U. (1980). Zur psychischen Realität der Dimension der Deskriptivität [On the psychological reality of descriptivity]. In G. Brettschneider & C. Lehmann (Eds.), Wege zur Universalienforschung: Sprachwissenschaftliche Beiträge zum 60. Geburtstag von Hansjakob Seiler [Perspectives of research in language universals: Linguistic contributions. on the occasion of the 60th birthday of Hansjakob Seiler (pp. 549–555). Tübingen: Gunter Narr.",N/A,N/A,N/A,N/A,No,No
ref_51,,,,,,,,,"Stephany, U., & Thomadaki, E. (2016). Compounds in early Greek first language acquisition—including an onomasiological approach to lexical typology of Greek and German. Arbeitspapier 60 (N.F.). Köln: Institut für Linguistik.",N/A,N/A,N/A,N/A,No,No
ref_52,2009,,,,,,,,"Stephany, U., & Voeikova, M. D. (Eds.) (2009). Development of nominal inflection in first language acquisition: A cross-linguistic perspective. Berlin: Mouton de Gruyter.",N/A,N/A,N/A,N/A,No,No
ref_53,2003,,,Tomasello,,,,,"Tomasello, M. (2003). Constructing a language: A usage-based theory of language acquisition. Cambridge: Harvard University Press.",N/A,N/A,N/A,N/A,No,No
ref_54,2015,,,,,,,,"Tribushinina, E., Voeikova, M. D., & Noccetti, S. (Eds.) (2015). Semantics and morphology of early adjectives in first language acquisition. Cambridge: Cambridge Scholars Publ.",N/A,N/A,N/A,N/A,No,No
ref_58,1999,,,Xarčenko,,,,,"Xarčenko, V. K., & Ozerova, E. G. (1999). Složnye slova v detskoj reči [Compounds in child language]. Belgorod: Belgorod University Press.",N/A,N/A,N/A,N/A,No,No
ref_60,1990,,,,,,,,"Zurek, W. H. (Ed.) (1990). Complexity, entropy and the physics of information. Redwood City: Addison–Wesley.",N/A,N/A,N/A,N/A,No,No
