reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_23,,,,,,,,,"Panerai, P., Castex, J., Depaule, J. C. & Samuels, I. (1997). Formes urbaines, de l’Îlot à la barre [Urban forms, from the block to the unit]. Marseilles: Editions Parenthèses.",N/A,N/A,N/A,N/A,No,No
ref_24,,,,,,,,,REMA. (2017). Rwanda state of environment and outlook report 2017. Achieving sustainable urbanization. Kigali: Surbana.,N/A,N/A,N/A,N/A,No,No
ref_25,,,,,,,,,"Ribbeck, E. (2005). Die Welt wird Stadt, Stadtbilder aus Asien, Afrika, Lateinamerika [The world becomes city, cityscapes from Asia, Africa, Latin America]. Stuttgart: Taschenbuch.",N/A,N/A,N/A,N/A,No,No
ref_26,,,,,,,,,"ROR. (2004). National human settlement policy. Kigali: Ministry of Infrastructure, Republic of Rwanda.",N/A,N/A,N/A,N/A,No,No
ref_27,,,,,,,,,"Rossi, A. (1984). The architecture of the city. Cambridge, MA: The MIT Press.",21,21,N/A,N/A,No,Yes
ref_28,,,,,,,,,"Rudloff, C. H. (1931). Die Siedlung Römerstadt bei Frankfurt am Main [The Römerstadt Siedlung in Frankfurt am Main]. Deutsche Bauzeitung, 65, 649.",N/A,N/A,N/A,N/A,No,No
ref_29,,,,,,,,,"Schürmeyer, W. (1928). Siedlungspolitik und Stadterweiterung in Frankfurt am Main [Siedlung policy and urban development in Frankfurt am Main]. Stadt und Siedlung, 1, 3.",N/A,N/A,N/A,N/A,No,No
ref_31,,,,,,,,,Surbana International Consultants (2013). Kigali city Masterplan report (Task order No. 3). Kigali: Surbana.,N/A,N/A,N/A,N/A,No,No
ref_32,,,,,,,,,"Tafuri, M. (1977). Kapitalismus und Architektur. Von Corbusier “Utopia” zur Trabantestadt [Capitalism and architecture. From Corbusier “Utopia” to satellite city]. Hamburg: VSA.",N/A,N/A,N/A,N/A,No,No
ref_33,,,,,,,,,"Umucunguzi, R. (2018). Ibiciro by’inyubako zo muri Vision City byagabanyijweho 60% ku bakozi ba leta [Prices for Vision City homes slashed 60% for civil servants]. Igihe. Retrieved from http://www.igihe.com",N/A,N/A,N/A,N/A,No,No
