reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_62,,,,,,,,,Municipality of Amsterdam. (2017).Roadmap Circulaire Gronduitgifte. [Online report]. Retrieved from https://www.amsterdam.nl/wonen-leefomgeving/duurzaam-amsterdam/publicaties-duurzaam/roadmap-circulaire/,N/A,N/A,N/A,N/A,No,No
ref_63,,,,,,,,10.1007/s10551-015-2693-2,,N/A,N/A,N/A,N/A,No,No
ref_64,,,,,,,,,OECD. (2000). Competition in local services: Solid waste management.OECD Competition Law and Policy Working Paper No. 28. [Online report]. Retrieved from https://papers.ssrn.com/sol3/papers.cfm?abstract_id=318764,N/A,N/A,N/A,N/A,No,No
ref_65,1999,,,G.,,,,,,N/A,N/A,N/A,N/A,No,No
ref_66,,,,,,,,10.1177/0308518X17719461,,N/A,N/A,N/A,N/A,No,No
ref_67,,,,,,,,,"Port of Amsterdam. (2015).Visie 2030: Port of Amsterdam, Port of Partnerships. [Online report]. Retrieved from https://www.portofamsterdam.com/sites/poa/files/media/projecten/strategie/ha-visie-2030-juni_2015_los.pdf",N/A,N/A,N/A,N/A,No,No
ref_68,,,,,,,,10.1016/j.eist.2017.03.002,,N/A,N/A,N/A,N/A,No,No
ref_69,2017,,,V.,,,,,,N/A,N/A,N/A,N/A,No,No
ref_70,2017,,,K.,,,,,,N/A,N/A,N/A,N/A,No,No
ref_71,2017,,,D.,,,,,,N/A,N/A,N/A,N/A,No,No
ref_72,,,,,,,,10.1111/j.1542-734X.1983.0601_100.x,,N/A,N/A,N/A,N/A,No,No
ref_73,,,,,,,,10.1177/0002764211429368,,N/A,N/A,N/A,N/A,No,No
ref_74,2018,,,RIVM,,,,,,N/A,N/A,N/A,N/A,No,No
ref_75,,,,,,,,10.1016/j.cities.2016.02.013,,N/A,N/A,N/A,N/A,No,No
ref_76,2018,,,F.,,,,,,N/A,N/A,N/A,N/A,No,No
ref_77,,,,,,,,,"Schmidt J.H & 2.0 Consultants. (2009). 25-year forecasts of the cumulated physical stocks, waste generation, and environmental impacts for each scenario for EU-27 and for the case study countries. [Online report: Report No. Deliverable 6-2]. Retrieved from http://forwast.brgm.fr/Documents/Deliverables/Forwast_D62.pdf",11,11,N/A,N/A,No,Yes
ref_78,,,,,,,,10.1177/0734242X16650516,,N/A,N/A,N/A,N/A,No,No
ref_79,2017,,,Food,,,,,,N/A,N/A,N/A,N/A,No,No
ref_80,,,,,,,,10.1016/j.jclepro.2017.09.047,,N/A,N/A,N/A,N/A,No,No
ref_81,2017,17,23,F.,,,,,,16,16,N/A,N/A,No,Yes
ref_82,,,,,,,,10.3390/su8070647,,N/A,N/A,N/A,N/A,No,No
ref_83,2013,,227,B.,,,,,,N/A,N/A,N/A,N/A,No,No
ref_84,,,,,,,,10.1111/j.0309-1317.2004.00535.x,,N/A,N/A,N/A,N/A,No,No
ref_85,,,,,,,,10.1111/j.1475-5661.2009.00362.x,,N/A,N/A,N/A,N/A,No,No
ref_86,,,,,,,,10.1111/j.0309-1317.2004.00535.x,,N/A,N/A,N/A,N/A,No,No
ref_87,,,,,,,,10.1177/0042098018806133,,N/A,N/A,N/A,N/A,No,No
