reference_id,year,volume,first_page,first_author_lastname,article_title,volume_title,journal_title,doi,unstructured,best_score,score_original,score_after_grobid,score_without_year,grobid_attempted,threshold_failed
ref_13,,,,,,,,,J. Frackenpohl G. Bojack H. Helmke S. Lehr T. Müller L. Willms H. Dietrich D. Schmutzler R. Baltz U. Bickers Use of substitute oxo tetrahydroquinoline sulfonamides or salts thereof for raising stress tolerance of plants U.S. Patent 20170027172 (2017); https://patentimages.storage.googleapis.com/0d/e0/59/3fb3cd32900682/US20170027172A1.pdf.,N/A,N/A,N/A,N/A,No,No
ref_14,,,,,,,,,J. Frackenpohl G. Bojack H. Helmke S. Lehr T. Mueller L. Willms J. Dittgen D. Schmutzler U. Bickers H. Strek R. Baltz Use of substituted dihydrooxindolylsulfonamides or the salts thereof for increasing the stress tolerance of plants U.S. Patent 20160237035 (2016); https://patentimages.storage.googleapis.com/cb/6e/25/842328f2b2cbef/US20160237035A1.pdf.,N/A,N/A,N/A,N/A,No,No
ref_15,,,,,,,,,J. Frackenpohl G. Bojack H. Helmke L. Willms S. Lehr T. Mueller J. Dittgen D. Schmutzler R. Baltz U. Bickers Substituted 1-cycloalkyl-2-oxotetrahydroquinolin-6-ylsulfonamides or salts thereof and use thereof to increase stress tolerance in plants U.S. Patent 20180020662 (2018); https://patentimages.storage.googleapis.com/6d/43/e5/67dd0ad006b0f2/US20180020662A1.pdf.,N/A,N/A,N/A,N/A,No,No
ref_16,,,,,,,,,J. Frackenpohl L. Willms J. Dittgen Substituted cyano cycloalkyl penta-2 4-dienes cyano cycloalkyl pent-2-en-4-ynes cyano heterocyclyl penta-2 4-dienes and cyano heterocyclyl pent-2-en-4-ynes as active substances U.S. Patent Application 20170210701A1 (2017); https://patents.google.com/patent/US20170210701A1/en.,N/A,N/A,N/A,N/A,No,No
ref_17,,,,,,,,,J. Frackenpohl I. Heinemann T. Müller P. Von Koskull-Döring J. Dittgen D. Schmutzler C. H. Rosinger I. Häuser-Hahn M. J. Hills Aryl-and hetarylsulfonamides as active ingredients against abiotic plant stress U.S. Patent 20110230350 (2011); https://patentimages.storage.googleapis.com/a7/2d/ea/8a60a636e4fdd7/US20110230350A1.pdf.,N/A,N/A,N/A,N/A,No,No
ref_18,,,,,,,,,S. R. Cutler M. D. Lachia S. V. Wendeborn C. R. A. Godfrey D. Sabbadin Carbamate quinabactin World Patent 2018017490 (2018); https://patentimages.storage.googleapis.com/65/27/d8/68509d60cc0199/WO2018017490A1.pdf.,N/A,N/A,N/A,N/A,No,No
ref_19,,,,,,,,,C. R. A. Godfrey M. D. Lachia S. V.Wendeborn D. Sabbadin Plant growth regulator compounds World Patent 2018007217 (2018); https://patentimages.storage.googleapis.com/87/fd/61/816a6c284d84f1/WO2018007217A1.pdf.,N/A,N/A,N/A,N/A,No,No
ref_20,,,,,,,,,S. R. Cutler S. V. Wendeborn O. Loiseleur M. D. Lachia D. Sabbadin Derivatives of halo quinabactin U.S. Patent 20180312470 (2018); https://patentimages.storage.googleapis.com/af/59/c9/c06faa2b1d5db6/US20180312470A1.pdf.,N/A,N/A,N/A,N/A,No,No
ref_21,,,,,,,,10.1016/j.pbi.2010.09.007,,N/A,N/A,N/A,N/A,No,No
ref_22,,,,,,,,10.1016/j.tplants.2012.11.002,,N/A,N/A,N/A,N/A,No,No
ref_23,,,,,,,,10.1073/pnas.1601954113,,N/A,N/A,N/A,N/A,No,No
ref_24,,,,,,,,10.1038/s41477-019-0361-8,,N/A,N/A,N/A,N/A,No,No
ref_25,,,,,,,,10.1038/s41467-017-01239-3,,N/A,N/A,N/A,N/A,No,No
ref_26,,,,,,,,10.1073/pnas.1305919110,,N/A,N/A,N/A,N/A,No,No
ref_27,,,,,,,,10.1002/ejoc.201701769,,N/A,N/A,N/A,N/A,No,No
ref_28,,,,,,,,10.1002/ejoc.201701687,,N/A,N/A,N/A,N/A,No,No
ref_29,,,,,,,,10.1104/pp.111.182584,,N/A,N/A,N/A,N/A,No,No
ref_30,,,,,,,,10.1039/b509193d,,N/A,N/A,N/A,N/A,No,No
ref_31,,,,,,,,10.1016/j.tplants.2010.04.006,,N/A,N/A,N/A,N/A,No,No
ref_32,,,,,,,,10.1016/j.cub.2011.03.015,,N/A,N/A,N/A,N/A,No,No
ref_33,,,,,,,,10.1021/acschembio.7b00650,,N/A,N/A,N/A,N/A,No,No
ref_34,,,,,,,,10.1186/1746-4811-4-6,,N/A,N/A,N/A,N/A,No,No
ref_35,,,,,,,,10.1038/msb.2010.28,,N/A,N/A,N/A,N/A,No,No
ref_36,,,,,,,,10.1074/jbc.M110.149005,,N/A,N/A,N/A,N/A,No,No
ref_37,,,,,,,,10.1038/nsmb.1887,,N/A,N/A,N/A,N/A,No,No
ref_38,,,,,,,,10.1038/nsmb.1898,,N/A,N/A,N/A,N/A,No,No
ref_39,,,,,,,,10.1038/cr.2013.95,,N/A,N/A,N/A,N/A,No,No
ref_40,,,,,,,,10.1021/jm030644s,,N/A,N/A,N/A,N/A,No,No
ref_41,,,,,,,,10.1021/ci049714+,,N/A,N/A,N/A,N/A,No,No
ref_42,,,,,,,,10.1038/nature08613,,N/A,N/A,N/A,N/A,No,No
ref_43,,,,,,,,10.1038/nsmb.1730,,N/A,N/A,N/A,N/A,No,No
ref_44,,,,,,,,10.1038/nature08583,,N/A,N/A,N/A,N/A,No,No
ref_45,,,,,,,,10.1039/C6MD00377J,,N/A,N/A,N/A,N/A,No,No
ref_46,,,,,,,,10.1126/science.aau5445,,N/A,N/A,N/A,N/A,No,No
ref_47,,,,,,,,10.1021/acschembio.8b00955,,N/A,N/A,N/A,N/A,No,No
ref_48,,,,,,,,10.1038/nchembio.1524,,N/A,N/A,N/A,N/A,No,No
ref_49,,,,,,,,10.1021/ja0527525,,N/A,N/A,N/A,N/A,No,No
ref_50,,,,,,,,10.1021/bi026423q,,N/A,N/A,N/A,N/A,No,No
ref_51,,,,,,,,10.1021/ja038461i,,N/A,N/A,N/A,N/A,No,No
ref_52,,,,,,,,10.1016/j.drudis.2008.07.005,,N/A,N/A,N/A,N/A,No,No
ref_53,,,,,,,,10.1038/nrd3054,,N/A,N/A,N/A,N/A,No,No
ref_54,,,,,,,,10.1021/jm501003k,,N/A,N/A,N/A,N/A,No,No
ref_55,,,,,,,,,T. L. Lemke D. A. Williams Foye’s Principles of Medicinal Chemistry (Lippincott Williams & Wilkins 2008).,N/A,N/A,N/A,N/A,No,No
ref_56,,,,,,,,10.1126/science.aai7685,,N/A,N/A,N/A,N/A,No,No
ref_57,,,,,,,,10.1007/s00344-010-9147-y,,N/A,N/A,N/A,N/A,No,No
ref_58,,,,,,,,10.1007/s00344-015-9509-6,,N/A,N/A,N/A,N/A,No,No
ref_59,,,,,,,,10.1007/s10725-013-9881-9,,N/A,N/A,N/A,N/A,No,No
ref_60,,,,,,,,10.5501/wjv.v5.i2.85,,N/A,N/A,N/A,N/A,No,No
ref_61,,,,,,,,10.1111/j.1365-313X.2009.03981.x,,N/A,N/A,N/A,N/A,No,No
ref_62,,,,,,,,10.3389/fpls.2018.00422,,N/A,N/A,N/A,N/A,No,No
ref_63,,,,,,,,10.1007/s10822-010-9349-1,,N/A,N/A,N/A,N/A,No,No
ref_64,,,,,,,,10.1021/jm051256o,,N/A,N/A,N/A,N/A,No,No
ref_65,,,,,,,,10.1016/S0076-6879(97)76066-X,,N/A,N/A,N/A,N/A,No,No
ref_66,,,,,,,,10.1107/S0907444909052925,,N/A,N/A,N/A,N/A,No,No
ref_67,,,,,,,,10.1107/S0907444904019158,,N/A,N/A,N/A,N/A,No,No
ref_68,,,,,,,,10.1107/S0907444909042073,,N/A,N/A,N/A,N/A,No,No
ref_69,,,,,,,,10.1093/nar/gkm216,,N/A,N/A,N/A,N/A,No,No
ref_70,,,,,,,,10.1073/pnas.1112838108,,N/A,N/A,N/A,N/A,No,No
ref_71,,,,,,,,10.1126/science.1173041,,N/A,N/A,N/A,N/A,No,No
ref_72,,,,,,,,10.1016/S0005-2728(89)80347-0,,N/A,N/A,N/A,N/A,No,No
ref_73,,,,,,,,10.1093/pcp/pcy061,,N/A,N/A,N/A,N/A,No,No
ref_74,,,,,,,,10.1186/1746-4811-9-36,,N/A,N/A,N/A,N/A,No,No
ref_75,,,,,,,,10.1371/journal.pone.0146021,,N/A,N/A,N/A,N/A,No,No
