Type,Reference ID,DOI,File
missed,b34,10.1111/1365-2435.12776,AGR-BIO-SCI_3
missed,b28,10.1007/s004420100716,AGR-BIO-SCI_3
missed,b8,10.1016/j.soilbio.2014.05.009,AGR-BIO-SCI_3
missed,b9,10.1111/j.1469-185x.2010.00138.x,AGR-BIO-SCI_3
missed,b20,10.1007/s00442-012-2290-3,AGR-BIO-SCI_3
missed,b38,10.1007/s004420100720,AGR-BIO-SCI_3
missed,b11,10.1111/1365-2435.12362,AGR-BIO-SCI_3
missed,b18,10.1111/2041-210x.12103,AGR-BIO-SCI_3
missed,b26,10.1111/jvs.12083,AGR-BIO-SCI_3
missed,b33,10.1111/j.1365-2656.2008.01462.x,AGR-BIO-SCI_3
missed,b35,10.1111/j.0014-3820.2006.tb01858.x,AGR-BIO-SCI_3
missed,b51,10.1111/j.0030-1299.2008.15972.x,AGR-BIO-SCI_3
missed,b25,10.1111/oik.04712,AGR-BIO-SCI_3
missed,b23,10.2307/3235676,AGR-BIO-SCI_3
missed,b49,10.1086/303208,AGR-BIO-SCI_3
missed,b29,10.1016/b978-0-444-53868-0.50018-6,AGR-BIO-SCI_3
missed,b5,10.1016/j.soilbio.2016.06.033,AGR-BIO-SCI_3
missed,b3,10.1111/1365-2435.12943,AGR-BIO-SCI_3
missed,b21,10.1525/mp.2004.22.1.79,ART-HUM_5
missed,b64,10.1177/0305735607079714,ART-HUM_5
missed,b22,10.1080/09298215.2011.602195,ART-HUM_5
missed,b8,10.1080/02699930500204250,ART-HUM_5
missed,b32,10.1177/10298649020050s105,ART-HUM_5
missed,b75,10.1111/2041-210x.12166,ART-HUM_5
missed,b43,10.2307/1416710,ART-HUM_5
missed,b68,10.1196/annals.1360.047,ART-HUM_5
missed,b53,10.2307/40285731,ART-HUM_5
missed,b91,10.1177/1029864911403367,ART-HUM_5
missed,b87,10.4324/9780203855362,ART-HUM_5
missed,b15,10.2307/1423686,ART-HUM_5
missed,b84,10.1080/00049539908255353,ART-HUM_5
missed,b48,10.1037/a0016873,ART-HUM_5
missed,b59,10.1038/nn1197,ART-HUM_5
missed,b95,10.1111/j.1467-9450.1972.tb00072.x,ART-HUM_5
missed,b34,10.1080/02699930302279,ART-HUM_5
missed,b77,10.1109/taffc.2014.2343222,ART-HUM_5
missed,b80,10.1016/s0892-1997(05)80231-0,ART-HUM_5
missed,b36,10.2307/40286184,ART-HUM_5
missed,b83,10.1002/1099-0984(200007/08)14:4<325::aid-per380>3.0.co;2-i,ART-HUM_5
missed,b76,10.1037/h0058652,ART-HUM_5
missed,b4,10.1111/1467-8721.00013,ART-HUM_5
missed,b56,10.1111/j.1468-2249.2011.00323.x,ART-HUM_5
missed,b26,10.1525/mp.2012.30.3.307,ART-HUM_5
missed,b18,10.3758/bf03330169,ART-HUM_5
missed,b57,10.2307/40285891,ART-HUM_5
missed,b51,10.1525/mp.2006.23.4.319,ART-HUM_5
missed,b88,10.1080/09298215.2013.788039,ART-HUM_5
missed,b90,10.1080/02699930701503567,ART-HUM_5
missed,b17,10.1525/mp.2004.22.1.1,ART-HUM_5
missed,b74,10.3389/fpsyg.2013.00184,ART-HUM_5
missed,b45,10.2307/1416385,ART-HUM_5
missed,b72,10.3389/fpsyg.2015.01419,ART-HUM_5
missed,b71,10.3758/s13428-018-01193-y,ART-HUM_5
missed,b50,10.1525/mp.2002.20.2.151,ART-HUM_5
missed,b62,10.1080/09298210500123978,ART-HUM_5
missed,b38,10.1037/1528-3542.7.2.377,ART-HUM_5
missed,b82,10.1007/bf00992539,ART-HUM_5
missed,b16,10.1111/desc.12100,ART-HUM_5
missed,b78,10.1037/h0077714,ART-HUM_5
missed,b27,10.1016/j.cognition.2009.10.013,ART-HUM_5
missed,b46,10.30535/mto.21.1.4,ART-HUM_5
missed,b63,10.1177/102986490601000105,ART-HUM_5
missed,b6,10.2307/40285811,ART-HUM_5
missed,b54,10.1037/0033-2909.129.5.770,ART-HUM_5
missed,b85,10.1525/mp.2004.21.4.561,ART-HUM_5
missed,b55,10.1080/0929821042000317813,ART-HUM_5
missed,b11,10.1525/mp.2013.31.1.32,ART-HUM_5
missed,b40,10.1080/17470210902765957,ART-HUM_5
missed,b28,10.1080/02699939208411068,ART-HUM_5
missed,b29,10.1177/10298649040070s103,ART-HUM_5
missed,b25,10.1177/0305735610362821,ART-HUM_5
missed,b44,10.2307/1415746,ART-HUM_5
missed,b42,10.1037/h0070573,ART-HUM_5
missed,b47,10.1080/02699930701438145,ART-HUM_5
missed,b73,10.18061/1811/36601,ART-HUM_5
missed,b23,10.3389/fpsyg.2013.00487,ART-HUM_5
missed,b58,10.2307/40285496,ART-HUM_5
missed,b61,10.1037/a0031388,ART-HUM_5
missed,b67,10.1590/permusi20163305,ART-HUM_5
missed,b13,10.1037/1089-2680.3.1.14,ART-HUM_5
missed,b86,10.3389/fpsyg.2017.01402,ART-HUM_5
missed,b93,10.1007/s11031-005-4414-0,ART-HUM_5
missed,b5,10.1111/j.1467-9280.1995.tb00596.x,ART-HUM_5
missed,b10,10.1080/02699930126095,ART-HUM_5
missed,b79,10.2307/40285907,ART-HUM_5
missed,b39,10.2307/1416007,ART-HUM_5
missed,b66,10.1037/a0022573,ART-HUM_5
missed,b81,10.1016/s0167-6393(02)00084-5,ART-HUM_5
missed,b60,10.1109/tsmcb.2005.862491,ART-HUM_5
missed,b31,10.1121/1.4892767,ART-HUM_5
missed,b9,10.1080/03057240.2017.1396966,ART-HUM_6
missed,b16,10.1080/02549948.1998.11731311,ART-HUM_6
missed,b25,10.5840/logos-episteme20167445,ART-HUM_6
missed,b15,10.1080/09552360600772736,ART-HUM_6
missed,b23,10.1111/j.1467-8527.2005.00295.x,ART-HUM_6
missed,b5,10.1093/aesthj/ayn019,ART-HUM_6
missed,b2,10.4324/9780203522653,ART-HUM_6
missed,b12,10.4324/9781315708508,ART-HUM_6
missed,b28,10.1093/acprof:oso/9780190655846.001.0001,ART-HUM_6
missed,b11,10.1353/pew.2001.0022,ART-HUM_6
missed,b13,10.1017/s0034412515000578,ART-HUM_6
missed,b26,10.5406/jaesteduc.49.1.0068,ART-HUM_6
missed,b10,10.1080/09552360120048843,ART-HUM_6
missed,b19,10.1007/978-3-319-43893-1_10,ART-HUM_6
missed,b8,10.1177/1477878517695903,ART-HUM_6
missed,b31,10.1017/s0305000998003407,ART-HUM_7
missed,b12,10.1515/ling.1986.24.1.7,ART-HUM_7
missed,b55,10.3726/b11246_73,ART-HUM_7
missed,b27,10.3726/b11246_47,ART-HUM_7
missed,b17,10.1007/1-4020-3596-9_11,ART-HUM_7
missed,b43,10.1075/tilar.6.05rav,ART-HUM_7
missed,b13,10.1075/lald.61.07dab,ART-HUM_7
missed,b4,10.1075/tilar.3.05ber,ART-HUM_7
missed,b25,10.1006/brln.2001.2609,ART-HUM_7
missed,b45,10.3389/fpsyg.2014.01084,ART-HUM_7
missed,b21,10.1515/psicl-2014-0008,ART-HUM_7
missed,b18,10.1163/9780080548692_009,ART-HUM_7
missed,b8,10.1007/s11525-009-9127-8,ART-HUM_7
missed,b56,10.1177/0142723711409976,ART-HUM_7
missed,b54,10.3758/mc.36.6.1122,ART-HUM_7
missed,b37,10.1075/ml.4.2.05nag,ART-HUM_7
missed,b32,10.1075/cilt.311.11lie,ART-HUM_7
missed,b39,10.1017/s0305000912000748,ART-HUM_7
missed,b33,10.1075/la.229.17lie,ART-HUM_7
missed,b14,10.1159/000021479,ART-HUM_7
missed,b23,10.1075/cilt.311.17gae,ART-HUM_7
missed,b30,10.1017/s0305000905007130,ART-HUM_7
missed,b42,10.1017/s0305000998003419,ART-HUM_7
missed,b11,10.1016/0010-0277(82)90027-0,ART-HUM_7
missed,b10,10.1017/s0033822200044118,ART-HUM_8
missed,b19,10.1163/9789004252554,ART-HUM_8
missed,b63,10.1080/00293652.2013.839575,ART-HUM_8
missed,b23,10.1016/b978-0-444-41780-0.50017-1,ART-HUM_8
missed,b3,10.1016/j.jas.2011.02.017,ART-HUM_8
missed,b20,10.1002/(issn)1096-8644,ART-HUM_8
missed,b21,10.1017/cbo9781139170697,ART-HUM_8
missed,b36,10.1016/0033-5894(75)90028-9,ART-HUM_8
missed,b42,10.1006/jasc.2001.0698,ART-HUM_8
missed,b16,10.1371/journal.pbio.2003703,ART-HUM_8
missed,b12,10.1016/0016-7037(78)90199-0,ART-HUM_8
missed,b11,10.1038/317806a0,ART-HUM_8
missed,b2,10.1007/s12520-017-0518-1,ART-HUM_8
missed,b25,10.1017/cbo9780511802676,ART-HUM_8
missed,b5,10.1080/08003831.2016.1154676,ART-HUM_8
missed,b39,10.1016/j.jas.2013.08.022,ART-HUM_8
missed,b26,10.7557/2.36.1.3767,ART-HUM_8
missed,b4,10.1016/s0048-9697(01)00842-7,ART-HUM_8
missed,b70,10.1007/978-94-011-7846-4,ART-HUM_8
missed,b50,10.1016/j.jaa.2015.05.003,ART-HUM_8
missed,b69,10.1111/j.1468-3083.2009.03426.x,ART-HUM_8
missed,b57,10.1017/s0033822200013874,ART-HUM_8
missed,b47,10.1002/oa.654,ART-HUM_8
missed,b0,10.1016/0305-4403(90)90007-r,ART-HUM_8
missed,b37,10.1016/0016-7037(84)90204-7,ART-HUM_8
missed,b51,10.15184/aqy.2018.20,ART-HUM_8
missed,b34,10.1111/j.1502-3885.1972.tb00147.x,ART-HUM_8
missed,b43,10.1006/jasc.1998.0383,ART-HUM_8
missed,b52,10.1016/0016-7037(84)90091-7,ART-HUM_8
missed,b64,10.1006/jasc.1998.0385,ART-HUM_8
missed,b35,10.1016/j.quascirev.2006.03.010,ART-HUM_8
missed,b24,10.1017/rdc.2017.52,ART-HUM_8
missed,b1,10.1007/978-3-662-02894-0_1,ART-HUM_8
missed,b8,10.1002/(issn)1099-1212,ART-HUM_8
missed,b40,10.1002/rcm.6682,ART-HUM_8
missed,b7,10.1080/08003831.2013.847676,ART-HUM_8
missed,b13,10.1017/rdc.2018.78,ART-HUM_8
missed,b41,10.1007/s12520-009-0003-6,ART-HUM_8
missed,b46,10.2458/azu_js_rc.55.16947,ART-HUM_8
missed,b65,10.1002/rcm.6447,ART-HUM_8
missed,b52,10.1007/s00285-012-0621-y,BIO-GEN-MOL_11
missed,b29,10.1073/pnas.1805943115,BIO-GEN-MOL_11
missed,b42,10.1107/s0907444909052925,BIO-GEN-MOL_12
missed,b49,10.4324/9781315648194,BUS-MAN-ACC_14
missed,b66,10.1037/0021-9010.69.3.428,BUS-MAN-ACC_14
missed,b10,10.1007/s10869-010-9181-6,BUS-MAN-ACC_14
missed,b83,10.1080/09585190701394150,BUS-MAN-ACC_14
missed,b78,10.2307/256902,BUS-MAN-ACC_14
missed,b11,10.1006/jvbe.2001.1791,BUS-MAN-ACC_14
missed,b13,10.1177/0149206305279602,BUS-MAN-ACC_14
missed,b50,10.1080/1359432x.2014.960401,BUS-MAN-ACC_14
missed,b39,10.1177/0149206308330557,BUS-MAN-ACC_14
missed,b56,10.1108/pr-05-2013-0073,BUS-MAN-ACC_14
missed,b68,10.1016/s1048-9843(99)80009-5,BUS-MAN-ACC_14
missed,b2,10.1080/13594320244000201,BUS-MAN-ACC_14
missed,b77,10.1207/s15327957pspr0704_07,BUS-MAN-ACC_14
missed,b7,10.1037/0021-9010.86.3.425,BUS-MAN-ACC_14
missed,b81,10.1037/0021-9010.87.3.590,BUS-MAN-ACC_14
missed,b16,10.5465/amj.2007.26279183,BUS-MAN-ACC_14
missed,b51,10.1037/a0020744,BUS-MAN-ACC_14
missed,b12,10.1177/1059601111414561,BUS-MAN-ACC_14
missed,b32,10.1348/096317999166554,BUS-MAN-ACC_14
missed,b44,10.1002/job.1899,BUS-MAN-ACC_14
missed,b45,10.1080/1359432x.2014.992421,BUS-MAN-ACC_14
missed,b64,10.1016/j.obhdp.2013.10.011,BUS-MAN-ACC_14
missed,b62,10.1016/j.jvb.2004.06.001,BUS-MAN-ACC_14
missed,b17,10.1287/orsc.1080.0405,BUS-MAN-ACC_14
missed,b76,10.1177/0149206306294258,BUS-MAN-ACC_14
missed,b19,10.2307/30040625,BUS-MAN-ACC_14
missed,b59,10.1037/0021-9010.88.5.879,BUS-MAN-ACC_14
missed,b34,10.1016/0030-5073(78)90023-5,BUS-MAN-ACC_14
missed,b35,10.1002/job.518,BUS-MAN-ACC_14
missed,b58,10.1177/0899764012451368,BUS-MAN-ACC_14
missed,b69,10.1177/1059601195201003,BUS-MAN-ACC_14
missed,b27,10.1037/0021-9010.82.6.827,BUS-MAN-ACC_14
missed,b73,10.1111/j.1744-6570.1997.tb00707.x,BUS-MAN-ACC_14
missed,b38,10.1007/978-1-4613-3087-5_2,BUS-MAN-ACC_14
missed,b63,10.1016/s1475-9144(07)06017-1,BUS-MAN-ACC_14
missed,b6,10.1037/0021-9010.89.4.633,BUS-MAN-ACC_14
missed,b42,10.1037/0021-9010.90.2.242,BUS-MAN-ACC_14
missed,b15,10.1016/0030-5073(75)90005-7,BUS-MAN-ACC_14
missed,b18,10.1037/a0020929,BUS-MAN-ACC_14
missed,b52,10.1002/(sici)1099-1379(199803)19:2<131::aid-job878>3.0.co;2-p,BUS-MAN-ACC_14
missed,b47,10.1108/s1534-0856(2010)0000013015,BUS-MAN-ACC_14
missed,b54,10.2307/1556416,BUS-MAN-ACC_14
missed,b22,10.1037/0022-3514.35.2.108,BUS-MAN-ACC_14
missed,b23,10.4135/9781452225777,BUS-MAN-ACC_14
missed,b55,10.1177/10496402033003004,BUS-MAN-ACC_14
missed,b25,10.1177/0149206311434533,BUS-MAN-ACC_14
missed,b30,10.1016/j.leaqua.2009.03.006,BUS-MAN-ACC_14
missed,b65,10.2307/2392563,BUS-MAN-ACC_14
missed,b72,10.1037/0021-9010.88.3.432,BUS-MAN-ACC_14
missed,b33,10.1177/0149206307309265,BUS-MAN-ACC_14
missed,b26,10.1177/1059601112463960,BUS-MAN-ACC_14
missed,b40,10.1177/1046496413498119,BUS-MAN-ACC_14
missed,b84,10.1177/1094428108327450,BUS-MAN-ACC_14
missed,b5,10.1177/0018726716636945,BUS-MAN-ACC_14
missed,b79,10.1016/s0001-8791(03)00029-0,BUS-MAN-ACC_14
missed,b80,10.1016/j.leaqua.2012.06.004,BUS-MAN-ACC_14
missed,b0,10.1177/0149206314558302,BUS-MAN-ACC_14
missed,b21,10.1002/hrm.20404,BUS-MAN-ACC_14
missed,b31,10.1002/hrm.20406,BUS-MAN-ACC_14
missed,b71,10.1177/1094428109351241,BUS-MAN-ACC_14
missed,b82,10.1037/a0028021,BUS-MAN-ACC_14
missed,b8,10.1037/a0031757,BUS-MAN-ACC_14
missed,b43,10.1007/s10490-015-9421-4,BUS-MAN-ACC_14
missed,b37,10.1177/0149206307307635,BUS-MAN-ACC_14
missed,b57,10.1111/1467-8551.12146,BUS-MAN-ACC_14
missed,b48,10.4337/9781784711740,BUS-MAN-ACC_14
missed,b46,10.5465/1556364,BUS-MAN-ACC_14
missed,b14,10.5840/beq200919211,BUS-MAN-ACC_14
missed,b74,10.1037/apl0000034,BUS-MAN-ACC_14
missed,b53,10.1111/ijmr.12045,BUS-MAN-ACC_14
missed,b1,10.1177/1094428105278021,BUS-MAN-ACC_14
missed,b20,10.1111/j.1744-6570.2004.tb02484.x,BUS-MAN-ACC_14
missed,b36,10.1080/09585190903363748,BUS-MAN-ACC_14
missed,b4,10.1016/j.leaqua.2006.02.004,BUS-MAN-ACC_14
missed,b60,10.3102/10769986031004437,BUS-MAN-ACC_14
missed,b23,10.1177/1094670509338618,BUS-MAN-ACC_16
missed,b8,10.1021/jacs.6b10836,CHE-ENG_18
missed,b38,10.1021/acs.macromol.8b00570,CHE-ENG_18
missed,b3,10.1016/s0040-4039(00)88562-7,CHE-ENG_18
missed,b2,10.1021/ja00163a052,CHE-ENG_18
missed,b41,10.1016/j.colsurfb.2014.10.035,CHE-ENG_18
missed,b39,10.1021/acs.chemrev.6b00652,CHE-ENG_18
missed,b22,10.1002/1615-4169(200202)344:2<131::aid-adsc131>3.0.co;2-t,CHE-ENG_18
missed,b35,10.1002/anie.201207123,CHE-ENG_18
missed,b17,10.1021/jacs.7b03152,CHE-ENG_18
missed,b36,10.1021/ma402355v,CHE-ENG_18
missed,b42,10.1016/j.gee.2017.01.003,CHE-ENG_18
missed,b12,10.1016/s0040-4039(00)80328-7,CHE-ENG_18
missed,b4,10.1021/ic034578w,CHE-ENG_18
missed,b20,10.1021/jacs.8b00122,CHE-ENG_18
missed,b23,10.1002/adma.200803276,CHE-ENG_18
missed,b5,10.1002/adsc.201000428,CHE-ENG_18
missed,b16,10.1021/jacs.5b02967,CHE-ENG_18
missed,b30,10.1021/jo300569c,CHE-ENG_18
missed,b21,10.1039/c8cc05590d,CHE-ENG_18
missed,b6,10.1021/ja201873d,CHE-ENG_18
missed,b28,10.1016/j.jcat.2007.03.016,CHE-ENG_18
missed,b48,10.1002/chem.201402136,CHE-ENG_18
missed,b14,10.1021/jacs.8b02135,CHE-ENG_18
missed,b18,10.1021/jacs.8b04531,CHE-ENG_18
missed,b47,10.1002/adma.201502389,CHE-ENG_18
missed,b19,10.1021/jacs.8b06875,CHE-ENG_18
missed,b7,10.1021/jacs.5b11429,CHE-ENG_18
missed,b29,10.1002/(sici)1521-3773(20000417)39:8<1352::aid-anie1352>3.0.co;2-j,CHE-ENG_18
missed,b0,10.1039/c0cs00077a,CHE-ENG_18
missed,b26,10.1039/c6py01849a,CHE-ENG_18
missed,b10,10.1021/cr0306945,CHE-ENG_18
missed,b44,10.1039/c8cc08292h,CHE-ENG_18
missed,b50,10.1039/c5cy00953g,CHE-ENG_18
missed,b46,10.1002/1521-3765(20020916)8:18<4299::aid-chem4299>3.0.co;2-b,CHE-ENG_18
missed,b9,10.1016/s0040-4039(99)00488-8,CHE-ENG_18
missed,b32,10.1016/j.cbpa.2014.03.002,CHE-ENG_18
missed,b37,10.1021/acs.macromol.6b01085,CHE-ENG_18
missed,b43,10.1002/cctc.201701919,CHE-ENG_18
missed,b45,10.1021/jacs.8b11860,CHE-ENG_18
missed,b1,10.1021/cr500064w,CHE-ENG_18
missed,b34,10.1002/adsc.200606095,CHE-ENG_18
missed,b13,10.1016/j.copbio.2012.11.013,CHE-ENG_18
missed,b11,10.1021/cr800448q,CHE-ENG_18
missed,b25,10.1021/jacs.8b12181,CHE-ENG_18
missed,b33,10.1002/anie.200502095,CHE-ENG_18
missed,b49,10.1039/c4cy01290a,CHE-ENG_18
missed,b24,10.1002/adma.201004326,CHE-ENG_18
missed,b31,10.1039/c3cs60202h,CHE-ENG_18
missed,b27,10.1016/j.tet.2008.10.051,CHE-ENG_18
missed,b40,10.1021/jacs.5b08299,CHE-ENG_18
missed,b32,10.1016/j.materresbull.2018.03.044,CHEM_22
missed,b3,10.1002/smll.201701552,CHEM_22
missed,b42,10.1039/c8cp01123k,CHEM_22
missed,b27,10.1039/c5cp00560d,CHEM_22
missed,b24,10.1039/c8dt02893a,CHEM_22
missed,b37,10.1039/c7ta07440a,CHEM_22
missed,b33,10.1007/s10853-017-1540-5,CHEM_22
missed,b22,10.1039/c4ta04779f,CHEM_22
missed,b8,10.1039/c7cp01300k,CHEM_22
missed,b9,10.1016/j.ijhydene.2019.03.164,CHEM_22
missed,b38,10.1016/j.apcatb.2016.09.051,CHEM_22
missed,b31,10.1016/j.jcis.2018.07.047,CHEM_22
missed,b45,10.1039/c4cc06960a,CHEM_22
missed,b5,10.1038/238037a0,CHEM_22
missed,b4,10.1021/acscatal.8b03737,CHEM_22
missed,b1,10.1016/j.apcatb.2018.09.097,CHEM_22
missed,b0,10.1016/j.jhazmat.2016.04.011,CHEM_22
missed,b20,10.1016/j.scitotenv.2018.03.206,CHEM_22
missed,b7,10.1039/c2nr33004k,CHEM_22
missed,b44,10.1002/adfm.201806774,CHEM_22
missed,b14,10.1039/c8ra09929d,CHEM_22
missed,b30,10.1021/acsami.9b05572,CHEM_22
missed,b35,10.1002/adma.201505281,CHEM_22
missed,b39,10.1002/smll.201601668,CHEM_22
missed,b25,10.1039/c7sc01747b,CHEM_22
missed,b28,10.1039/c6cp02832b,CHEM_22
missed,b34,10.1039/c5ta00218d,CHEM_22
missed,b17,10.1016/j.jcou.2018.09.008,CHEM_22
missed,b21,10.1186/s11671-018-2448-y,CHEM_22
missed,b6,10.1039/c8dt04496a,CHEM_22
missed,b12,10.1016/j.matlet.2018.10.088,CHEM_22
missed,b10,10.1039/c7nr01705g,CHEM_22
missed,b26,10.1039/c3cs60067j,CHEM_22
missed,b36,10.1038/ncomms3500,CHEM_22
missed,b18,10.1016/j.jechem.2018.02.018,CHEM_22
missed,b29,10.1021/acsami.6b04388,CHEM_22
missed,b2,10.1016/j.apsusc.2018.08.181,CHEM_22
missed,b23,10.1039/c5ta00402k,CHEM_22
missed,b41,10.1038/ncomms12165,CHEM_22
missed,b13,10.1039/c7dt03003g,CHEM_22
missed,b16,10.1039/c5dt01859e,CHEM_22
missed,b11,10.1039/c8ta00671g,CHEM_22
missed,b43,10.1002/cssc.201801431,CHEM_22
missed,b46,10.1063/1.4723575,CHEM_22
missed,b15,10.1016/j.apcatb.2019.01.042,CHEM_22
missed,b19,10.1016/j.apcatb.2017.11.025,CHEM_22
missed,b41,10.1016/s1452-3981(23)17071-4,CHEM_23
missed,b2,10.1039/c7lc00914c,CHEM_24
missed,b12,10.1016/j.elecom.2014.10.014,CHEM_24
missed,b7,10.1021/ac990497z,CHEM_24
missed,b27,10.1038/s41467-018-07632-w,CHEM_24
missed,b23,10.1039/c3gc42454e,CHEM_24
missed,b28,10.1002/anie.201702076,CHEM_24
missed,b15,10.1016/j.trac.2010.06.006,CHEM_24
missed,b0,10.1161/01.cir.0000145144.56673.59,CHEM_24
missed,b8,10.1016/j.coelec.2018.04.004,CHEM_24
missed,b5,10.1002/adma.201705024,CHEM_24
missed,b18,10.1016/j.elecom.2015.03.014,CHEM_24
missed,b19,10.1016/j.elecom.2011.10.018,CHEM_24
missed,b26,10.1002/elan.201100551,CHEM_24
missed,b13,10.1021/ac071156l,CHEM_24
missed,b14,10.1021/ac802078z,CHEM_24
missed,b17,10.1039/c1an15705a,CHEM_24
missed,b22,10.1002/adfm.201300780,CHEM_24
missed,b25,10.1016/s0003-2670(01)01407-6,CHEM_24
missed,b16,10.1016/j.elecom.2016.03.010,CHEM_24
missed,b1,10.1007/s00467-013-2712-4,CHEM_24
missed,b24,10.1039/an9941902417,CHEM_24
missed,b11,10.1021/ac501633r,CHEM_24
missed,b9,10.1021/a1980010w,CHEM_24
missed,b20,10.1021/ac202979j,CHEM_24
missed,b3,10.1002/adma.201504829,CHEM_24
missed,b21,10.1002/anie.201606268,CHEM_24
missed,b29,10.1021/ac0492158,CHEM_24
missed,b6,10.1021/ac00045a007,CHEM_24
missed,b8,10.1137/s0036144596297514,DEC-SCI_29
missed,b21,10.1002/nav.3800290316,DEC-SCI_29
missed,b24,10.1126/science.220.4598.671,DEC-SCI_29
missed,b25,10.1016/j.cor.2006.12.013,DEC-SCI_29
missed,b3,10.1016/j.ejor.2016.08.041,DEC-SCI_29
missed,b6,10.1002/jos.120,DEC-SCI_29
missed,b12,10.1016/0191-2615(89)90001-5,DEC-SCI_29
missed,b7,10.1016/j.ejor.2004.04.010,DEC-SCI_29
missed,b15,10.1287/moor.1.2.117,DEC-SCI_29
missed,b1,10.1080/00207543.2013.831220,DEC-SCI_29
missed,b18,10.1016/s0167-5060(08)70356-x,DEC-SCI_29
missed,b13,10.1016/j.cor.2017.07.005,DEC-SCI_29
missed,b33,10.1287/opre.42.5.895,DEC-SCI_29
missed,b5,10.1016/j.ejor.2014.12.030,DEC-SCI_29
missed,b26,10.1080/00207543.2013.802389,DEC-SCI_29
missed,b31,10.1080/00207540110073000,DEC-SCI_29
